,Equipement,coord_geo,DEP,DEPCOM
1819569,Hôtel,"(2.3330381559957525, 48.86524001122546)",75,75101
1819571,Hôtel,"(2.335859022536587, 48.866794837146166)",75,75101
1819606,Taxi-VTC,"(2.3495122945969857, 48.86285280744549)",75,75101
1819659,Hôtel,"(2.3347581017462837, 48.86547118249878)",75,75101
1819695,Hôtel,"(2.342622215889745, 48.86125712907654)",75,75101
1819820,Taxi-VTC,"(2.324477585514486, 48.86764127748524)",75,75101
1819891,Hôtel,"(2.327241138196287, 48.86705877882471)",75,75101
1819896,Hôtel,"(2.3436110417679292, 48.86120859583671)",75,75101
1819928,Hôtel,"(2.3362840444070487, 48.865384413827385)",75,75101
1819974,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1820018,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1820134,Taxi-VTC,"(2.3335059246656162, 48.86542644336768)",75,75101
1820185,Hôtel,"(2.333108350594296, 48.86612445911713)",75,75101
1820188,Hôtel,"(2.344229921900507, 48.86060870578617)",75,75101
1820276,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1820319,Taxi-VTC,"(2.3402820458782965, 48.86180148756626)",75,75101
1820354,Taxi-VTC,"(2.329815704402163, 48.8668142114261)",75,75101
1820495,Taxi-VTC,"(2.341563500308427, 48.86155079171795)",75,75101
1820788,Taxi-VTC,"(2.341335866089831, 48.863922916375344)",75,75101
1820814,Hôtel,"(2.3425604569474396, 48.86075045660273)",75,75101
1820849,Taxi-VTC,"(2.3277002176390003, 48.866175323368005)",75,75101
1820998,Taxi-VTC,"(2.333822183538337, 48.86489309329352)",75,75101
1821114,Zone Sports,"(2.332459709415757, 48.86643597363431)",75,75101
1821115,Zone Sports,"(2.3468290374640697, 48.8618746324896)",75,75101
1821116,Zone Sports,"(2.346779857547232, 48.8618833575345)",75,75101
1821118,Zone Sports,"(2.352529838112026, 48.86150989840102)",75,75101
1821125,Espace Culturel,"(2.33682194492514, 48.86654116534476)",75,75101
1821126,Zone Sports,"(2.333389312061757, 48.867295532235346)",75,75101
1821127,Espace Culturel,"(2.346499013007413, 48.85580221904303)",75,75101
1821157,Bibliothèque,"(2.344746664214845, 48.86238487047619)",75,75101
1821158,Bibliothèque,"(2.347643522876118, 48.86181612078187)",75,75101
1821165,Hôtel,"(2.335595196419512, 48.863036265052834)",75,75101
1821166,Hôtel,"(2.339855726417068, 48.862615204852766)",75,75101
1821167,Hôtel,"(2.328879567563682, 48.867948435513)",75,75101
1821168,Hôtel,"(2.336506827552671, 48.864845951710706)",75,75101
1821169,Hôtel,"(2.329545096246, 48.86485571932023)",75,75101
1821170,Hôtel,"(2.325373654037816, 48.86655542582627)",75,75101
1821171,Hôtel,"(2.336255248838616, 48.864370601301)",75,75101
1821172,Hôtel,"(2.3471110060932614, 48.85982295917183)",75,75101
1821173,Hôtel,"(2.345176809540765, 48.859178349630234)",75,75101
1821174,Hôtel,"(2.348831248202307, 48.86221290593187)",75,75101
1821175,Hôtel,"(2.337787068259757, 48.86311100803767)",75,75101
1821176,Hôtel,"(2.332396397169821, 48.86573862785008)",75,75101
1821178,Hôtel,"(2.3287251899333987, 48.86702214422595)",75,75101
1821179,Hôtel,"(2.34144288607264, 48.86397566740071)",75,75101
1821180,Hôtel,"(2.337252629168245, 48.86626925088135)",75,75101
1821181,Hôtel,"(2.348910081904777, 48.86321250883319)",75,75101
1821182,Hôtel,"(2.3439576555069457, 48.86096047763392)",75,75101
1821183,Hôtel,"(2.335026263897709, 48.86656897448011)",75,75101
1821184,Hôtel,"(2.3315918626249488, 48.86517474422079)",75,75101
1821185,Hôtel,"(2.329575739154257, 48.86544046612764)",75,75101
1821186,Hôtel,"(2.336218454144214, 48.86522567530709)",75,75101
1821187,Hôtel,"(2.3293911839060946, 48.865375578587816)",75,75101
1821188,Hôtel,"(2.3356834851327055, 48.86644941397555)",75,75101
1821189,Hôtel,"(2.327835334211856, 48.866775585969805)",75,75101
1821190,Hôtel,"(2.3257712267937114, 48.86680318747102)",75,75101
1821191,Hôtel,"(2.3280648860041637, 48.86515949132429)",75,75101
1821192,Hôtel,"(2.346484107727534, 48.860869886629054)",75,75101
1821193,Hôtel,"(2.330795824411254, 48.86426915050708)",75,75101
1821194,Hôtel,"(2.3315419393812378, 48.86444419606269)",75,75101
1821195,Hôtel,"(2.3252110064841385, 48.86869315085198)",75,75101
1821196,Hôtel,"(2.331784266637058, 48.86542493746987)",75,75101
1821197,Hôtel,"(2.3463605745822282, 48.85825489343997)",75,75101
1821198,Hôtel,"(2.33001837172387, 48.865768058359606)",75,75101
1821199,Hôtel,"(2.3437793241995686, 48.86061774743561)",75,75101
1821200,Hôtel,"(2.3394351591843074, 48.862458196447875)",75,75101
1821299,Enseignement Secondaire,"(2.335307290861632, 48.864522725812776)",75,75101
1821302,École maternelle,"(2.345381046717829, 48.858218961127484)",75,75101
1821307,Enseignement supérieur,"(2.3311345726306842, 48.86612639537097)",75,75101
1821310,Enseignement supérieur,"(2.3347204338326764, 48.8622297267386)",75,75101
1821316,Enseignement Secondaire,"(2.3418351622268805, 48.86162603261977)",75,75101
1821319,Enseignement supérieur,"(2.3447032306060382, 48.85976932796796)",75,75101
1821320,Enseignement supérieur,"(2.3463039229588474, 48.86016300384952)",75,75101
1821324,Enseignement supérieur,"(2.3447032306060382, 48.85976932796796)",75,75101
1821343,Zone Sports,"(2.328909371124913, 48.867962992130686)",75,75101
1821351,Zone Sports,"(2.332450052518971, 48.866444913223525)",75,75101
1821403,Bureau de poste,"(2.34675998741848, 48.85940995104607)",75,75101
1821412,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1821596,Hôtel,"(2.329822556089137, 48.86850681579996)",75,75101
1821599,Gare,"(2.346608594259155, 48.86222084698286)",75,75101
1821603,Bureau de poste,"(2.32929999426535, 48.868919925007106)",75,75101
1821611,Taxi-VTC,"(2.3425417286122587, 48.86191051294595)",75,75101
1821651,Bureau de poste,"(2.3355199912942877, 48.864599991632936)",75,75101
1821660,Zone Sports,"(2.3468290374640697, 48.8618746324896)",75,75101
1821665,Zone Sports,"(2.3468290374640697, 48.8618746324896)",75,75101
1821677,Taxi-VTC,"(2.3255555104864545, 48.868618648358435)",75,75101
1821696,Enseignement supérieur,"(2.332902047047423, 48.86649060194787)",75,75101
1821699,Enseignement supérieur,"(2.344794205324824, 48.85849634676901)",75,75101
1821719,Enseignement supérieur,"(2.332902047047423, 48.86649060194787)",75,75101
1821762,École maternelle,"(2.332700431686697, 48.8666927299722)",75,75101
1821951,Enseignement Secondaire,"(2.3452412385095904, 48.860233638901896)",75,75101
1822010,Hôtel,"(2.331573842460431, 48.86599484698271)",75,75101
1822015,Hôtel,"(2.3486359163518222, 48.8613736512706)",75,75101
1822016,Hôtel,"(2.341704809281963, 48.86503833636823)",75,75101
1822021,Hôtel,"(2.3409886562114, 48.859258784017065)",75,75101
1822024,Hôtel,"(2.340662687176988, 48.861752682189724)",75,75101
1822026,Hôtel,"(2.327482465332907, 48.86571471409218)",75,75101
1822032,Hôtel,"(2.3267965830541883, 48.86826230028219)",75,75101
1822033,Hôtel,"(2.3317677659756115, 48.864479632346914)",75,75101
1822036,Hôtel,"(2.3464837488707007, 48.85843183883744)",75,75101
1822038,Hôtel,"(2.334198619047246, 48.864023721278755)",75,75101
1822040,Hôtel,"(2.3371949172299633, 48.86647667990719)",75,75101
1822043,Hôtel,"(2.3466706849602312, 48.85798048633598)",75,75101
1822045,Hôtel,"(2.3258204638641597, 48.86784400697106)",75,75101
1822048,Hôtel,"(2.3290272290970213, 48.8648456223378)",75,75101
1822050,Hôtel,"(2.326858407498302, 48.8663263584251)",75,75101
1822052,Hôtel,"(2.336136952823474, 48.86584487226486)",75,75101
1822056,Hôtel,"(2.3493074597418526, 48.86315531320996)",75,75101
1822058,Hôtel,"(2.325239417847069, 48.866394585568116)",75,75101
1822062,Hôtel,"(2.340446779182112, 48.864487306004186)",75,75101
1822064,Hôtel,"(2.3441388675659396, 48.86031663791663)",75,75101
1822065,Hôtel,"(2.33197166883003, 48.86505545304651)",75,75101
1822069,Hôtel,"(2.338202660700585, 48.86280123339613)",75,75101
1822071,Hôtel,"(2.3408903789801467, 48.85926993431578)",75,75101
1822076,Hôtel,"(2.34523039483365, 48.85881890288557)",75,75101
1822079,Hôtel,"(2.3261812033058495, 48.86609231518659)",75,75101
1822084,Hôtel,"(2.3495122471241054, 48.86225618065877)",75,75101
1822091,Bibliothèque,"(2.345747129900599, 48.862822030600036)",75,75101
1822096,Cinéma,"(2.346367003668717, 48.86167533262686)",75,75101
1822102,Taxi-VTC,"(2.3323598271451544, 48.86699660768438)",75,75101
1822137,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822150,Hôtel,"(2.3324783406755674, 48.86381178555793)",75,75101
1822164,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822171,Espace Culturel,"(2.3445184654313893, 48.85576692385332)",75,75101
1822175,Espace Culturel,"(2.3334604277966586, 48.863026732842684)",75,75101
1822181,Espace Culturel,"(2.33196587978651, 48.86148869778034)",75,75101
1822183,Espace Culturel,"(2.3334604277966586, 48.863026732842684)",75,75101
1822186,Taxi-VTC,"(2.3409630203372083, 48.862793982336235)",75,75101
1822189,Zone Sports,"(2.340918727946302, 48.861446515480296)",75,75101
1822191,Taxi-VTC,"(2.3471348945132013, 48.86020081602764)",75,75101
1822194,Zone Sports,"(2.344048999077902, 48.8642067219634)",75,75101
1822199,Espace Culturel,"(2.3371766148000335, 48.8598262651914)",75,75101
1822200,Zone Sports,"(2.33966886542292, 48.86197923446711)",75,75101
1822208,Taxi-VTC,"(2.3328585422683887, 48.867652312555244)",75,75101
1822217,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822225,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822236,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822246,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822274,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1822310,Taxi-VTC,"(2.3409630203372083, 48.862793982336235)",75,75101
1822322,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822346,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822349,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822357,Taxi-VTC,"(2.3277002176390003, 48.866175323368005)",75,75101
1822360,Taxi-VTC,"(2.341099286945428, 48.8647373208825)",75,75101
1822375,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822376,Taxi-VTC,"(2.341563500308427, 48.86155079171795)",75,75101
1822383,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822395,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822403,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822406,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822416,Taxi-VTC,"(2.331015292669363, 48.8666041803838)",75,75101
1822481,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822527,Taxi-VTC,"(2.3434827567375947, 48.861329304149685)",75,75101
1822541,Taxi-VTC,"(2.3425417286122587, 48.86191051294595)",75,75101
1822626,Taxi-VTC,"(2.3364708841826856, 48.86477830149205)",75,75101
1822630,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1822711,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822750,Taxi-VTC,"(2.3403765131575898, 48.86196245197393)",75,75101
1822813,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822821,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822829,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822834,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822852,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822875,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822880,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822888,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822889,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822892,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1822907,Taxi-VTC,"(2.3409630203372083, 48.862793982336235)",75,75101
1822909,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822910,Taxi-VTC,"(2.3394425472830394, 48.86142398697967)",75,75101
1822918,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1822941,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1822961,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1822983,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1822993,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1822995,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1823009,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1823021,Taxi-VTC,"(2.342209258840563, 48.863304472901774)",75,75101
1823030,Taxi-VTC,"(2.3441080047510776, 48.858545649337735)",75,75101
1823049,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1823051,Taxi-VTC,"(2.345586600136363, 48.85899892264922)",75,75101
1823060,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1823062,Hôtel,"(2.3360863005844696, 48.86436426812004)",75,75101
1823072,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823143,Taxi-VTC,"(2.3461942258714865, 48.86017175780972)",75,75101
1823146,Taxi-VTC,"(2.3441080047510776, 48.858545649337735)",75,75101
1823151,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1823155,Taxi-VTC,"(2.346519443790522, 48.86417077264911)",75,75101
1823169,Taxi-VTC,"(2.3461942258714865, 48.86017175780972)",75,75101
1823171,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1823185,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1823188,Taxi-VTC,"(2.3324730092926664, 48.86582359365882)",75,75101
1823190,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823240,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1823246,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1823267,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823278,Taxi-VTC,"(2.334831140062917, 48.86530251146149)",75,75101
1823299,Taxi-VTC,"(2.3409630203372083, 48.862793982336235)",75,75101
1823309,Taxi-VTC,"(2.3409630203372083, 48.862793982336235)",75,75101
1823387,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823404,Taxi-VTC,"(2.3371456613008923, 48.8663837746277)",75,75101
1823425,Taxi-VTC,"(2.333489858796804, 48.86680999651788)",75,75101
1823440,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823469,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823471,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823484,Taxi-VTC,"(2.3441080047510776, 48.858545649337735)",75,75101
1823532,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1823553,Taxi-VTC,"(2.329815704402163, 48.8668142114261)",75,75101
1823567,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823568,Taxi-VTC,"(2.3410040397469, 48.86375381126265)",75,75101
1823577,Taxi-VTC,"(2.342998532529961, 48.86049151169949)",75,75101
1823614,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823628,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823629,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823634,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823635,Taxi-VTC,"(2.3291772365042083, 48.86621706670745)",75,75101
1823638,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823639,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823641,Taxi-VTC,"(2.346325237880589, 48.86423275620539)",75,75101
1823642,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823645,Taxi-VTC,"(2.342865159975196, 48.86036720885717)",75,75101
1823704,Taxi-VTC,"(2.3394582830694652, 48.867622366074876)",75,75102
1823720,Taxi-VTC,"(2.353702597048975, 48.86926858199929)",75,75102
1823731,Taxi-VTC,"(2.343847881548278, 48.87119171549652)",75,75102
1823796,Taxi-VTC,"(2.337461352107395, 48.86953682166952)",75,75102
1823819,Taxi-VTC,"(2.349236644354037, 48.8688243916482)",75,75102
1823833,Taxi-VTC,"(2.334120082834306, 48.86952817278165)",75,75102
1823896,Taxi-VTC,"(2.353702597048975, 48.86926858199929)",75,75102
1823921,Taxi-VTC,"(2.34701568793474, 48.867319387358584)",75,75102
1823924,Taxi-VTC,"(2.348850332498983, 48.866029831568305)",75,75102
1824061,Taxi-VTC,"(2.3515198106296693, 48.86709475802083)",75,75102
1824091,Taxi-VTC,"(2.3461566883890774, 48.869071113359645)",75,75102
1824096,Taxi-VTC,"(2.349505485917328, 48.8647954467845)",75,75102
1824313,Zone Sports,"(2.3496394086321053, 48.865936992847416)",75,75102
1824321,École maternelle,"(2.3486710591169273, 48.86510433022515)",75,75102
1824335,Enseignement Secondaire,"(2.343677303861179, 48.86611938972818)",75,75102
1824337,Enseignement supérieur,"(2.3920329673704437, 48.8687193673113)",75,75102
1824338,Enseignement supérieur,"(2.345196384909085, 48.867598136992584)",75,75102
1824344,Enseignement Secondaire,"(2.337461352107395, 48.86953682166952)",75,75102
1824350,Enseignement supérieur,"(2.335148756942616, 48.86893402965961)",75,75102
1824351,Enseignement supérieur,"(2.3337665715026965, 48.86934813577639)",75,75102
1824353,Enseignement supérieur,"(2.340424176705167, 48.8704714127509)",75,75102
1824356,Enseignement supérieur,"(2.344854487986887, 48.86941923264165)",75,75102
1824362,Enseignement Secondaire,"(2.3301287857782196, 48.86971185115058)",75,75102
1824365,École maternelle,"(2.3394957167083845, 48.86800299486159)",75,75102
1824435,Hôtel,"(2.3426292790756786, 48.871391877411085)",75,75102
1824436,Hôtel,"(2.333653204117266, 48.869045325547916)",75,75102
1824437,Hôtel,"(2.330230859449532, 48.86987367448778)",75,75102
1824438,Hôtel,"(2.349563680561465, 48.864468851199675)",75,75102
1824439,Hôtel,"(2.3504341164738958, 48.86998385141661)",75,75102
1824440,Hôtel,"(2.332435012817382, 48.86910778684072)",75,75102
1824441,Hôtel,"(2.3498494670990775, 48.86854802677807)",75,75102
1824442,Hôtel,"(2.338585877802749, 48.87116095597851)",75,75102
1824443,Hôtel,"(2.3340658695528917, 48.86843696830903)",75,75102
1824444,Hôtel,"(2.349518054273228, 48.86935653270331)",75,75102
1824445,Hôtel,"(2.346921915483057, 48.86490413722855)",75,75102
1824446,Hôtel,"(2.3339364440503094, 48.8692834291952)",75,75102
1824447,Hôtel,"(2.3457401008195675, 48.86663791377089)",75,75102
1824448,Hôtel,"(2.3346359566219133, 48.8695912975357)",75,75102
1824449,Hôtel,"(2.332175625123131, 48.86934916241938)",75,75102
1824450,Hôtel,"(2.331293227486757, 48.86810314204985)",75,75102
1824451,Hôtel,"(2.3362568493774574, 48.86798957406753)",75,75102
1824468,Cinéma,"(2.3476921378909603, 48.870550722965596)",75,75102
1824493,Taxi-VTC,"(2.3394582830694652, 48.867622366074876)",75,75102
1824503,Zone Sports,"(2.349629867048315, 48.86593694099836)",75,75102
1824504,Zone Sports,"(2.340379526673428, 48.8699063803952)",75,75102
1824568,Taxi-VTC,"(2.3351090770845326, 48.870227063395674)",75,75102
1824612,Taxi-VTC,"(2.3492015132625337, 48.86836283833542)",75,75102
1824769,Hôtel,"(2.336979405098506, 48.87055670446803)",75,75102
1824775,Hôtel,"(2.330583445275371, 48.86880965582021)",75,75102
1824785,Taxi-VTC,"(2.33746931625894, 48.870689911604146)",75,75102
1824979,Taxi-VTC,"(2.3413100984255255, 48.868386580760216)",75,75102
1825038,Taxi-VTC,"(2.347818767791412, 48.864258801292664)",75,75102
1825191,Taxi-VTC,"(2.336096483076496, 48.867629846544794)",75,75102
1825200,Taxi-VTC,"(2.346448402677593, 48.867443098409986)",75,75102
1825225,Hôtel,"(2.3469578696823064, 48.87010460334864)",75,75102
1825241,Taxi-VTC,"(2.334874738877708, 48.868934305939376)",75,75102
1825248,Hôtel,"(2.34492582601091, 48.87100965762404)",75,75102
1825345,Hôtel,"(2.3367879056244534, 48.86900068136265)",75,75102
1825433,Hôtel,"(2.3507619367379187, 48.86577670876505)",75,75102
1825477,Taxi-VTC,"(2.3484385962133385, 48.86690624940076)",75,75102
1825529,Taxi-VTC,"(2.351055269581783, 48.86950994067621)",75,75102
1825555,Hôtel,"(2.3508419050396014, 48.86625109664225)",75,75102
1825559,Hôtel,"(2.34674981216637, 48.866453667570916)",75,75102
1825563,Hôtel,"(2.3317023107790495, 48.86908256348835)",75,75102
1825571,Hôtel,"(2.3382429468862704, 48.87088647034818)",75,75102
1825579,Taxi-VTC,"(2.345599865899676, 48.86868585002113)",75,75102
1825634,Enseignement supérieur,"(2.3354262502643213, 48.871012151175734)",75,75102
1825658,Enseignement Secondaire,"(2.3484385962133385, 48.86690624940076)",75,75102
1825771,Hôtel,"(2.348641099090501, 48.86968092239274)",75,75102
1825776,Hôtel,"(2.3504787462301002, 48.86968461319429)",75,75102
1825822,Hôtel,"(2.3450218797611027, 48.86618970960163)",75,75102
1825893,Taxi-VTC,"(2.3398101454149227, 48.86857851035933)",75,75102
1825894,Hôtel,"(2.3507619367379187, 48.86577670876505)",75,75102
1825914,Hôtel,"(2.336788371739677, 48.86842870192991)",75,75102
1825948,Zone Sports,"(2.3345291582368763, 48.86930741094439)",75,75102
1825951,Zone Sports,"(2.3499493865212404, 48.8651292671386)",75,75102
1826028,Bibliothèque,"(2.3404334744042568, 48.86650716168517)",75,75102
1826030,Cinéma,"(2.334457771258643, 48.87047732784107)",75,75102
1826034,Cinéma,"(2.349056125349809, 48.86930635632852)",75,75102
1826072,Hôtel,"(2.3400081694876476, 48.86639869451673)",75,75102
1826076,Hôtel,"(2.3486288729413802, 48.86956843824252)",75,75102
1826078,Hôtel,"(2.3346555718717763, 48.868162350762795)",75,75102
1826084,Hôtel,"(2.343029273050529, 48.86972759517793)",75,75102
1826085,Hôtel,"(2.338985010365369, 48.8710786228008)",75,75102
1826089,Hôtel,"(2.3310975886006666, 48.86932515579266)",75,75102
1826092,Hôtel,"(2.333066436901869, 48.86834416716333)",75,75102
1826095,Hôtel,"(2.335252727791328, 48.868264596583735)",75,75102
1826097,Hôtel,"(2.337342100654111, 48.87076646078212)",75,75102
1826099,Hôtel,"(2.3530714508427173, 48.86761847812123)",75,75102
1826103,Hôtel,"(2.334701606112489, 48.8689342430575)",75,75102
1826104,Hôtel,"(2.3375543762515996, 48.86715317820933)",75,75102
1826108,Hôtel,"(2.341373502586131, 48.87108099714832)",75,75102
1826110,Hôtel,"(2.3395526848877117, 48.87114381089353)",75,75102
1826151,Hôtel,"(2.351702818566956, 48.869586925908116)",75,75102
1826182,Hôtel,"(2.3337381861773245, 48.869115947367)",75,75102
1826286,Enseignement supérieur,"(2.337819653249184, 48.869233927458794)",75,75102
1826293,Enseignement supérieur,"(2.341036497287488, 48.86959343086997)",75,75102
1826299,Enseignement supérieur,"(2.3516742598806886, 48.865857199156316)",75,75102
1826325,Enseignement supérieur,"(2.3388400599336476, 48.86649477266573)",75,75102
1826352,Enseignement Secondaire,"(2.3443824883631197, 48.865436155554015)",75,75102
1826377,Zone Sports,"(2.3452691798998404, 48.86657867991433)",75,75102
1826378,Zone Sports,"(2.3452691798998404, 48.86657867991433)",75,75102
1826379,Zone Sports,"(2.3452691798998404, 48.86657867991433)",75,75102
1826460,Bureau de poste,"(2.3415099927621807, 48.8696999106909)",75,75102
1826482,Taxi-VTC,"(2.3378332418464653, 48.86907652779253)",75,75102
1826524,Bureau de poste,"(2.3487199946740036, 48.86399993101271)",75,75102
1826599,Taxi-VTC,"(2.3394582830694652, 48.867622366074876)",75,75102
1826662,Taxi-VTC,"(2.3397596204899633, 48.87116653669028)",75,75102
1826715,Taxi-VTC,"(2.343847881548278, 48.87119171549652)",75,75102
1826749,Taxi-VTC,"(2.3394582830694652, 48.867622366074876)",75,75102
1826765,Taxi-VTC,"(2.3440800391819265, 48.86867033610169)",75,75102
1826985,Taxi-VTC,"(2.347864713621322, 48.86929987093541)",75,75102
1827045,Taxi-VTC,"(2.350980136152024, 48.86595533273694)",75,75102
1827052,Taxi-VTC,"(2.345060513239601, 48.867562319199386)",75,75102
1827268,Taxi-VTC,"(2.353283185876599, 48.86935121435466)",75,75102
1827292,Taxi-VTC,"(2.3426142065169424, 48.870641744769316)",75,75102
1827349,Taxi-VTC,"(2.34152540788813, 48.871358829718744)",75,75102
1827452,Taxi-VTC,"(2.347864713621322, 48.86929987093541)",75,75102
1827466,Taxi-VTC,"(2.3394582830694652, 48.867622366074876)",75,75102
1827481,Taxi-VTC,"(2.3465512020645374, 48.87065880588533)",75,75102
1827605,Taxi-VTC,"(2.3561693719145684, 48.862820095927894)",75,75103
1827628,Taxi-VTC,"(2.3540736890203946, 48.8646281787189)",75,75103
1827664,Hôtel,"(2.3657228752269215, 48.8638952833941)",75,75103
1827672,Hôtel,"(2.3519982331685507, 48.86392176570233)",75,75103
1827747,Hôtel,"(2.3573510408078886, 48.863604380874854)",75,75103
1827803,Taxi-VTC,"(2.362248860113228, 48.867711798855424)",75,75103
1827804,Hôtel,"(2.3573947576435614, 48.86624868677118)",75,75103
1827932,Taxi-VTC,"(2.3559544090887616, 48.86521299515631)",75,75103
1828133,Hôtel,"(2.3608572128240985, 48.86358448507905)",75,75103
1828137,Taxi-VTC,"(2.359688856754494, 48.85827479073189)",75,75103
1828138,Hôtel,"(2.352682755378562, 48.86324466556406)",75,75103
1828141,Hôtel,"(2.362110807827618, 48.861618908906316)",75,75103
1828214,Taxi-VTC,"(2.356585530429688, 48.864309581039315)",75,75103
1828223,Taxi-VTC,"(2.36298591450375, 48.86373523284257)",75,75103
1828242,Taxi-VTC,"(2.3632524621349402, 48.86177877690181)",75,75103
1828263,Taxi-VTC,"(2.359464845401002, 48.863968255988866)",75,75103
1828311,Zone Sports,"(2.362079386186414, 48.863962435092105)",75,75103
1828312,Zone Sports,"(2.356379595506894, 48.86213322699236)",75,75103
1828314,Zone Sports,"(2.352648969467979, 48.86365998046983)",75,75103
1828316,Zone Sports,"(2.3542767805362996, 48.863749715411124)",75,75103
1828317,Espace Culturel,"(2.35525927787422, 48.86137372393943)",75,75103
1828320,Espace Culturel,"(2.3615450857478817, 48.858252961669145)",75,75103
1828344,Cinéma,"(2.3522089368323416, 48.86155672654583)",75,75103
1828345,Bibliothèque,"(2.359973867340298, 48.863699377171365)",75,75103
1828350,Hôtel,"(2.3605449483679615, 48.866369882837915)",75,75103
1828351,Hôtel,"(2.3541671785467413, 48.86874227722128)",75,75103
1828352,Hôtel,"(2.3528485096402307, 48.8654831318728)",75,75103
1828353,Hôtel,"(2.364856933153498, 48.86150985479101)",75,75103
1828354,Hôtel,"(2.364547584597837, 48.8569561632357)",75,75103
1828355,Hôtel,"(2.3631981839332172, 48.86410059690422)",75,75103
1828356,Hôtel,"(2.360864404364093, 48.866442637251076)",75,75103
1828357,Hôtel,"(2.3557855454548595, 48.86850637794468)",75,75103
