Département (Champ géographique),Code Commune (Champ géographique),Nom Commune (Champ géographique),Section (Références cadastrales),Bâtiment (Identification du local),N° voirie (Adresse du local),Indice de répétition (Adresse du local),Nature voie (Adresse du local),Nom voie (Adresse du local),N° MAJIC (Propriétaire(s) du local),N° SIREN (Propriétaire(s) du local),Forme juridique (Propriétaire(s) du local),Forme juridique abrégée (Propriétaire(s) du local),Dénomination (Propriétaire(s) du local),Adresse
33,63,BORDEAUX,AB,B,199.0,T,QUAI,DE BRAZZA,PBC6HF,458204963,5546,SA,DOMOFRANCE,199 QUAI DE BRAZZA
33,63,BORDEAUX,AB,B,199.0,T,QUAI,DE BRAZZA,PBHMSZ,263300626,7361,CCAS,CENTRE COMMUNAL DACTION SOCIALE,199 QUAI DE BRAZZA
33,63,BORDEAUX,AB,A,4.0,,IMPASSE,MARTIN VIDEAU,PBC6HF,458204963,5546,SA,DOMOFRANCE,4 IMPASSE MARTIN VIDEAU
33,63,BORDEAUX,AB,A,202.0,,QUAI,DE BRAZZA,PBJKGC,504405416,6540,SCI,ALONSO SARRAUTE,202 QUAI DE BRAZZA
33,63,BORDEAUX,AB,B,201.0,T,QUAI,DE BRAZZA,PBJPHV,833681711,6540,SCI,KIPARISSE,201 QUAI DE BRAZZA
33,63,BORDEAUX,AB,A,202.0,B,QUAI,DE BRAZZA,PBJKGC,504405416,6540,SCI,ALONSO SARRAUTE,202 QUAI DE BRAZZA
33,63,BORDEAUX,AB,B,202.0,B,QUAI,DE BRAZZA,PBJKGC,504405416,6540,SCI,ALONSO SARRAUTE,202 QUAI DE BRAZZA
33,63,BORDEAUX,AB,A,190.0,,QUAI,DE BRAZZA,PBHR3B,316514660,5710,SAS,PRODUITS JOCK SA,190 QUAI DE BRAZZA
33,63,BORDEAUX,AB,A,164.0,,QUAI,DE BRAZZA,PBGTJM,413074709,6540,SCI,LARREY,164 QUAI DE BRAZZA
33,63,BORDEAUX,AB,B,179.0,,QUAI,DE BRAZZA,PBDF84,421761289,6540,SCI,SCI DU TRIANGLE,179 QUAI DE BRAZZA
33,63,BORDEAUX,AB,C,179.0,,QUAI,DE BRAZZA,PBDF84,421761289,6540,SCI,SCI DU TRIANGLE,179 QUAI DE BRAZZA
33,63,BORDEAUX,AB,D,179.0,,QUAI,DE BRAZZA,PBDF84,421761289,6540,SCI,SCI DU TRIANGLE,179 QUAI DE BRAZZA
33,63,BORDEAUX,AB,E,179.0,,QUAI,DE BRAZZA,PBDF84,421761289,6540,SCI,SCI DU TRIANGLE,179 QUAI DE BRAZZA
33,63,BORDEAUX,AB,F,179.0,,QUAI,DE BRAZZA,PBDF84,421761289,6540,SCI,SCI DU TRIANGLE,179 QUAI DE BRAZZA
33,63,BORDEAUX,AB,G,179.0,,QUAI,DE BRAZZA,PBDF84,421761289,6540,SCI,SCI DU TRIANGLE,179 QUAI DE BRAZZA
33,63,BORDEAUX,AB,A,183.0,,QUAI,DE BRAZZA,PBDFDX,419543574,6540,SCI,BRAZZA ZFU,183 QUAI DE BRAZZA
33,63,BORDEAUX,AB,B,183.0,,QUAI,DE BRAZZA,PBDFDX,419543574,6540,SCI,BRAZZA ZFU,183 QUAI DE BRAZZA
33,63,BORDEAUX,AB,C,183.0,,QUAI,DE BRAZZA,PBDFDX,419543574,6540,SCI,BRAZZA ZFU,183 QUAI DE BRAZZA
33,63,BORDEAUX,AB,D,183.0,,QUAI,DE BRAZZA,PBDFDX,419543574,6540,SCI,BRAZZA ZFU,183 QUAI DE BRAZZA
33,63,BORDEAUX,AB,E,183.0,,QUAI,DE BRAZZA,PBDFDX,419543574,6540,SCI,BRAZZA ZFU,183 QUAI DE BRAZZA
33,63,BORDEAUX,AB,F,183.0,,QUAI,DE BRAZZA,PBDFDX,419543574,6540,SCI,BRAZZA ZFU,183 QUAI DE BRAZZA
33,63,BORDEAUX,AB,G,183.0,,QUAI,DE BRAZZA,PBDFDX,419543574,6540,SCI,BRAZZA ZFU,183 QUAI DE BRAZZA
33,63,BORDEAUX,AB,H,183.0,,QUAI,DE BRAZZA,PBDFDX,419543574,6540,SCI,BRAZZA ZFU,183 QUAI DE BRAZZA
33,63,BORDEAUX,AB,I,183.0,,QUAI,DE BRAZZA,PBDFDX,419543574,6540,SCI,BRAZZA ZFU,183 QUAI DE BRAZZA
33,63,BORDEAUX,AB,J,183.0,,QUAI,DE BRAZZA,PBDFDX,419543574,6540,SCI,BRAZZA ZFU,183 QUAI DE BRAZZA
33,63,BORDEAUX,AB,TA,180.0,,QUAI,DE BRAZZA,P9MBBH,444608442,5699,SA,ENEDIS,180 QUAI DE BRAZZA
33,63,BORDEAUX,AB,TA,180.0,,QUAI,DE BRAZZA,P998MW,444608442,5699,SA,ENEDIS,180 QUAI DE BRAZZA
33,63,BORDEAUX,AB,A,199.0,B,QUAI,DE BRAZZA,PBJHGS,827765256,6540,SCI,CABINET BRAZZA,199 QUAI DE BRAZZA
33,63,BORDEAUX,AB,A,210.0,,QUAI,DE BRAZZA,PBC8GM,353242381,6540,SCI,DU 209 QUAI DE BRAZZA,210 QUAI DE BRAZZA
33,63,BORDEAUX,AB,A,209.0,,QUAI,DE BRAZZA,PBC8GM,353242381,6540,SCI,DU 209 QUAI DE BRAZZA,209 QUAI DE BRAZZA
33,63,BORDEAUX,AB,B,209.0,,QUAI,DE BRAZZA,PBC8GM,353242381,6540,SCI,DU 209 QUAI DE BRAZZA,209 QUAI DE BRAZZA
33,63,BORDEAUX,AC,A,123.0,,QUAI,DE BRAZZA,PBDC3G,399240662,5710,SAS,FINADAV,123 QUAI DE BRAZZA
33,63,BORDEAUX,AC,B,123.0,,QUAI,DE BRAZZA,PBDC3G,399240662,5710,SAS,FINADAV,123 QUAI DE BRAZZA
33,63,BORDEAUX,AC,C,123.0,,QUAI,DE BRAZZA,PBDC3G,399240662,5710,SAS,FINADAV,123 QUAI DE BRAZZA
33,63,BORDEAUX,AC,D,123.0,,QUAI,DE BRAZZA,PBDC3G,399240662,5710,SAS,FINADAV,123 QUAI DE BRAZZA
33,63,BORDEAUX,AC,E,123.0,,QUAI,DE BRAZZA,PBDC3G,399240662,5710,SAS,FINADAV,123 QUAI DE BRAZZA
33,63,BORDEAUX,AC,F,123.0,,QUAI,DE BRAZZA,PBDC3G,399240662,5710,SAS,FINADAV,123 QUAI DE BRAZZA
33,63,BORDEAUX,AC,TA,9001.0,,QUAI,DE BRAZZA,P9MBBH,444608442,5699,SA,ENEDIS,9001 QUAI DE BRAZZA
33,63,BORDEAUX,AC,TA,9001.0,,QUAI,DE BRAZZA,P998MW,444608442,5699,SA,ENEDIS,9001 QUAI DE BRAZZA
33,63,BORDEAUX,AC,C,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,D,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,E,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,F,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,G,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,H,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,I,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,J,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,K,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,M,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,N,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,O,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,P,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,Q,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,R,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,S,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,T,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,U,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,V,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,W,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,A,162.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,B,162.0,,QUAI,DE BRAZZA,P99999,U28356252,7113,ETAT,ETAT PAR DIRECTION DE L IMMOBILIER DE L ETAT,162 QUAI DE BRAZZA
33,63,BORDEAUX,AC,A,125.0,,QUAI,DE BRAZZA,PBDSMP,342012390,5599,SA,CONSTRUCTION NAVALE BORDEAUX,125 QUAI DE BRAZZA
33,63,BORDEAUX,AD,A,27.0,,RUE,LAJAUNIE,PBBSXF,398731489,4140,EPIC,AQUITANIS OFFICE PUBLIC DE L HABITAT DE BORDEAUX METROPOLE,27 RUE LAJAUNIE
33,63,BORDEAUX,AD,TA,31.0,,RUE,LAJAUNIE,P9MBBH,444608442,5699,SA,ENEDIS,31 RUE LAJAUNIE
33,63,BORDEAUX,AD,TA,31.0,,RUE,LAJAUNIE,P998MW,444608442,5699,SA,ENEDIS,31 RUE LAJAUNIE
33,63,BORDEAUX,AD,C,74.0,,QUAI,DE BRAZZA,PBDCDB,402301840,6540,SCI,2M,74 QUAI DE BRAZZA
33,63,BORDEAUX,AD,A,84.0,,QUAI,DE BRAZZA,PBDBH2,389415126,6540,SCI,PECHAVY LOCATION IMMEUBLE,84 QUAI DE BRAZZA
33,63,BORDEAUX,AD,C,108.0,,QUAI,DE BRAZZA,PBJWDC,213300635,7210,COM,COMMUNE DE BORDEAUX,108 QUAI DE BRAZZA
33,63,BORDEAUX,AD,C,87.0,,QUAI,DE BRAZZA,PBG6L9,243300316,7344,,BORDEAUX METROPOLE,87 QUAI DE BRAZZA
33,63,BORDEAUX,AD,A,87.0,,QUAI,DE BRAZZA,PBDM5C,451870646,6540,SCI,L N P ET CO,87 QUAI DE BRAZZA
33,63,BORDEAUX,AD,D,87.0,,QUAI,DE BRAZZA,PBH2LF,458204963,5546,SA,DOMOFRANCE,87 QUAI DE BRAZZA
33,63,BORDEAUX,AD,B,87.0,,QUAI,DE BRAZZA,PBDM5C,451870646,6540,SCI,L N P ET CO,87 QUAI DE BRAZZA
33,63,BORDEAUX,AD,B,6.0,,RUE,LAJAUNIE,P9999R,562920470,5710,SAS,LA MERIDIONALE DES BOIS ET MATERIAUX,6 RUE LAJAUNIE
33,63,BORDEAUX,AD,A,9011.0,,RUE,LAJAUNIE,PBB6CZ,469200109,5599,SA,DESCAS PERE ET FILS,9011 RUE LAJAUNIE
33,63,BORDEAUX,AD,B,65.0,,QUAI,DE BRAZZA,PBB6CZ,469200109,5599,SA,DESCAS PERE ET FILS,65 QUAI DE BRAZZA
33,63,BORDEAUX,AD,C,65.0,,QUAI,DE BRAZZA,PBB6CZ,469200109,5599,SA,DESCAS PERE ET FILS,65 QUAI DE BRAZZA
33,63,BORDEAUX,AD,A,65.0,,QUAI,DE BRAZZA,PBB6CZ,469200109,5599,SA,DESCAS PERE ET FILS,65 QUAI DE BRAZZA
33,63,BORDEAUX,AE,A,18.0,,RUE,ANDRE LAMANDE,P9MBFT,552049447,5599,SA,SOCIETE NATIONALE SNCF,18 RUE ANDRE LAMANDE
33,63,BORDEAUX,AE,A,18.0,,RUE,ANDRE LAMANDE,P9999Z,552049447,5599,SA,SOCIETE NATIONALE SNCF,18 RUE ANDRE LAMANDE
33,63,BORDEAUX,AE,A,8.0,,RUE,ANDRE LAMANDE,PBJD6K,822987202,6540,SCI,CHARLIRENE,8 RUE ANDRE LAMANDE
33,63,BORDEAUX,AE,A,6.0,,RUE,ANDRE LAMANDE,PBHC37,534148689,6540,SCI,SCI KALLISTE 33,6 RUE ANDRE LAMANDE
33,63,BORDEAUX,AE,B,6.0,,RUE,ANDRE LAMANDE,PBHC37,534148689,6540,SCI,SCI KALLISTE 33,6 RUE ANDRE LAMANDE
33,63,BORDEAUX,AE,A,64.0,,RUE,DES VIVANTS,PBC9MF,U25951934,6540,SCI,SCI GC,64 RUE DES VIVANTS
33,63,BORDEAUX,AE,A,9004.0,,CITE,ROQUES,PBJM8P,830692901,6540,SCI,CHANS VAT,9004 CITE ROQUES
33,63,BORDEAUX,AE,A,9004.0,B,CITE,ROQUES,PBJM8P,830692901,6540,SCI,CHANS VAT,9004 CITE ROQUES
33,63,BORDEAUX,AE,A,82.0,,RUE,DES VIVANTS,PBDBKZ,395212632,6540,SCI,VIVANTIN,82 RUE DES VIVANTS
33,63,BORDEAUX,AE,A,115.0,,RUE,DES VIVANTS,PBBSXF,398731489,4140,EPIC,AQUITANIS OFFICE PUBLIC DE L HABITAT DE BORDEAUX METROPOLE,115 RUE DES VIVANTS
33,63,BORDEAUX,AE,A,6.0,,RUE,DEYME,PBG9XK,398731489,4140,EPIC,AQUITANIS OFFICE PUBLIC DE L HABITAT DE BORDEAUX METROPOLE,6 RUE DEYME
33,63,BORDEAUX,AE,A,85.0,,RUE,DES VIVANTS,PBG2TT,518728688,6540,SCI,SCI NS,85 RUE DES VIVANTS
33,63,BORDEAUX,AE,B,33.0,,RUE,PREVILLE,PBG2TT,518728688,6540,SCI,SCI NS,33 RUE PREVILLE
33,63,BORDEAUX,AE,A,16.0,,RUE,PREVILLE,PBG6N4,398731489,4140,EPIC,AQUITANIS OFFICE PUBLIC DE L HABITAT DE BORDEAUX METROPOLE,16 RUE PREVILLE
33,63,BORDEAUX,AE,A,390.0,,AVENUE,THIERS,PBDL7L,448881169,6540,SCI,LISA,390 AVENUE THIERS
33,63,BORDEAUX,AE,GA,1.0,,RUE,DEYME,PBDL7L,448881169,6540,SCI,LISA,1 RUE DEYME
33,63,BORDEAUX,AE,A,388.0,B,AVENUE,THIERS,PBDKLB,441312840,6540,SCI,LA CHATOLE,388 AVENUE THIERS
33,63,BORDEAUX,AE,A,388.0,,AVENUE,THIERS,PBHF9R,538164773,6540,SCI,SCI MESSI,388 AVENUE THIERS
33,63,BORDEAUX,AE,B,388.0,,AVENUE,THIERS,PBHF9R,538164773,6540,SCI,SCI MESSI,388 AVENUE THIERS
33,63,BORDEAUX,AE,A,44.0,,RUE,ANDRE DEGAIN,PBDSBK,U25984025,9900,,ASSOCIATION POUR LA READAPTATION ET LINTEGRATION,44 RUE ANDRE DEGAIN
33,63,BORDEAUX,AE,A,38.0,,RUE,ANDRE DEGAIN,PBJHNM,828051649,6540,SCI,LA CHARTREUSE,38 RUE ANDRE DEGAIN
33,63,BORDEAUX,AE,A,372.0,,AVENUE,THIERS,P996Q8,339993214,5599,SA,SOGEFIMUR,372 AVENUE THIERS
33,63,BORDEAUX,AE,A,372.0,,AVENUE,THIERS,PBHSGQ,794536730,6540,SCI,JUPITER,372 AVENUE THIERS
33,63,BORDEAUX,AE,A,372.0,,AVENUE,THIERS,PBHXC6,U25994755,6540,SCI,SCI BASTIDE ORTHO,372 AVENUE THIERS
33,63,BORDEAUX,AE,A,14.0,,RUE,ANDRE DEGAIN,P9MBBH,444608442,5699,SA,ENEDIS,14 RUE ANDRE DEGAIN
33,63,BORDEAUX,AE,A,14.0,,RUE,ANDRE DEGAIN,P998MW,444608442,5699,SA,ENEDIS,14 RUE ANDRE DEGAIN
33,63,BORDEAUX,AE,A,7.0,,RUE,DE LAUZAC,PBDKFL,441712643,6599,SC,SCI MUGUET,7 RUE DE LAUZAC
33,63,BORDEAUX,AE,A,11.0,,RUE,DE LAUZAC,PBDRWF,489736710,6540,SCI,LAUZAC,11 RUE DE LAUZAC
33,63,BORDEAUX,AE,B,11.0,,RUE,DE LAUZAC,PBDRWF,489736710,6540,SCI,LAUZAC,11 RUE DE LAUZAC
33,63,BORDEAUX,AE,C,13.0,,RUE,DE LAUZAC,PBDRWF,489736710,6540,SCI,LAUZAC,13 RUE DE LAUZAC
33,63,BORDEAUX,AE,D,9.0,,RUE,DE LAUZAC,PBDRWF,489736710,6540,SCI,LAUZAC,9 RUE DE LAUZAC
33,63,BORDEAUX,AE,GA,9.0,,RUE,DE LAUZAC,PBDRWF,489736710,6540,SCI,LAUZAC,9 RUE DE LAUZAC
33,63,BORDEAUX,AE,A,39.0,,RUE,DE LAUZAC,PBH6ML,812987972,6540,SCI,DE LAUZAC,39 RUE DE LAUZAC
33,63,BORDEAUX,AE,A,40.0,,RUE,ANDRE DEGAIN,PBJR38,838320737,6540,SCI,MEER,40 RUE ANDRE DEGAIN
33,63,BORDEAUX,AF,A,45.0,,RUE,BOUTHIER,PBG6L9,243300316,7344,,BORDEAUX METROPOLE,45 RUE BOUTHIER
33,63,BORDEAUX,AF,A,101.0,,RUE,BOUTHIER,PBDP9T,444459168,5499,SARL,SOFIGO,101 RUE BOUTHIER
33,63,BORDEAUX,AF,A,143.0,,RUE,BOUTHIER,PBC4VF,309731867,5499,SARL,BORDELAISE BACHERIE ET EMBALLAGES,143 RUE BOUTHIER
33,63,BORDEAUX,AF,A,153.0,,RUE,BOUTHIER,PBDTV8,501596233,6540,SCI,BONGS,153 RUE BOUTHIER
33,63,BORDEAUX,AF,AA,2.0,,QUAI,DE BRAZZA,PBC82W,213300635,7210,COM,COMMUNE DE BORDEAUX,2 QUAI DE BRAZZA
33,63,BORDEAUX,AF,B,3.0,,QUAI,DE BRAZZA,P9MBBH,444608442,5699,SA,ENEDIS,3 QUAI DE BRAZZA
33,63,BORDEAUX,AF,B,3.0,,QUAI,DE BRAZZA,P998MW,444608442,5699,SA,ENEDIS,3 QUAI DE BRAZZA
33,63,BORDEAUX,AF,A,4.0,,QUAI,DE BRAZZA,PBHZK2,243300316,7344,,BORDEAUX METROPOLE,4 QUAI DE BRAZZA
33,63,BORDEAUX,AF,DP,7.0,,QUAI,DE BRAZZA,P999JV,778115824,5710,SAS,BMSO,7 QUAI DE BRAZZA
33,63,BORDEAUX,AF,A,61.0,,RUE,BOUTHIER,PBH5JP,809852163,6540,SCI,CHANBRUNOIT,61 RUE BOUTHIER
33,63,BORDEAUX,AF,A,13.0,,QUAI,DE BRAZZA,P9MBFT,552049447,5599,SA,SOCIETE NATIONALE SNCF,13 QUAI DE BRAZZA
33,63,BORDEAUX,AF,A,13.0,,QUAI,DE BRAZZA,P9999Z,552049447,5599,SA,SOCIETE NATIONALE SNCF,13 QUAI DE BRAZZA
33,63,BORDEAUX,AF,A,149.0,,RUE,BOUTHIER,PBDCZD,U25971501,6540,SCI,SCI PAULIANE,149 RUE BOUTHIER
33,63,BORDEAUX,AF,A,151.0,,RUE,BOUTHIER,PBDTV8,501596233,6540,SCI,BONGS,151 RUE BOUTHIER
33,63,BORDEAUX,AF,B,151.0,,RUE,BOUTHIER,PBDTV8,501596233,6540,SCI,BONGS,151 RUE BOUTHIER
33,63,BORDEAUX,AF,C,151.0,,RUE,BOUTHIER,PBDTV8,501596233,6540,SCI,BONGS,151 RUE BOUTHIER
33,63,BORDEAUX,AF,D,151.0,,RUE,BOUTHIER,PBDTV8,501596233,6540,SCI,BONGS,151 RUE BOUTHIER
33,63,BORDEAUX,AF,A,10.0,,QUAI,DE BRAZZA,PBC82W,213300635,7210,COM,COMMUNE DE BORDEAUX,10 QUAI DE BRAZZA
33,63,BORDEAUX,AF,B,10.0,,QUAI,DE BRAZZA,P9MBFT,552049447,5599,SA,SOCIETE NATIONALE SNCF,10 QUAI DE BRAZZA
33,63,BORDEAUX,AF,B,10.0,,QUAI,DE BRAZZA,P9999Z,552049447,5599,SA,SOCIETE NATIONALE SNCF,10 QUAI DE BRAZZA
33,63,BORDEAUX,AF,TA,5.0,,QUAI,DE BRAZZA,P9MBBH,444608442,5699,SA,ENEDIS,5 QUAI DE BRAZZA
33,63,BORDEAUX,AF,TA,5.0,,QUAI,DE BRAZZA,P998MW,444608442,5699,SA,ENEDIS,5 QUAI DE BRAZZA
33,63,BORDEAUX,AF,B,60.0,,RUE,DE QUEYRIES,PBC56Z,U25999983,6540,SCI,SCI DU 42 RUE DES DOUVES,60 RUE DE QUEYRIES
33,63,BORDEAUX,AF,B,40.0,,QUAI,DE BRAZZA,PBC6F5,456204940,5599,SA,PRESSE ET EDITION DU SUD OUEST,40 QUAI DE BRAZZA
33,63,BORDEAUX,AF,A,40.0,,QUAI,DE BRAZZA,PBC6F5,456204940,5599,SA,PRESSE ET EDITION DU SUD OUEST,40 QUAI DE BRAZZA
33,63,BORDEAUX,AF,B,23.0,,QUAI,DE BRAZZA,PBBXZG,781804141,4110,EPIC,GRAND PORT MARITIME DE BORDEAUX,23 QUAI DE BRAZZA
33,63,BORDEAUX,AF,C,23.0,,QUAI,DE BRAZZA,PBC82W,213300635,7210,COM,COMMUNE DE BORDEAUX,23 QUAI DE BRAZZA
33,63,BORDEAUX,AF,E,31.0,,QUAI,DE BRAZZA,PBBXZG,781804141,4110,EPIC,GRAND PORT MARITIME DE BORDEAUX,31 QUAI DE BRAZZA
33,63,BORDEAUX,AF,A,60.0,,RUE,DE QUEYRIES,PBC56Z,U25999983,6540,SCI,SCI DU 42 RUE DES DOUVES,60 RUE DE QUEYRIES
33,63,BORDEAUX,AF,A,9.0,,RUE,JOSEPH BONNET,PBG3VC,504566969,6540,SCI,SAINSIBAR,9 RUE JOSEPH BONNET
33,63,BORDEAUX,AF,A,11.0,,RUE,JOSEPH BONNET,PBDN3S,449046515,6540,SCI,CC-QUEYRIES,11 RUE JOSEPH BONNET
33,63,BORDEAUX,AF,B,13.0,,RUE,JOSEPH BONNET,PBHWJV,438057226,6540,SCI,COFAGE,13 RUE JOSEPH BONNET
33,63,BORDEAUX,AF,A,1.0,,RUE,JOSEPH BONNET,PBJF8C,823429436,6540,SCI,SCI QUEYRIUS,1 RUE JOSEPH BONNET
33,63,BORDEAUX,AF,A,9040.0,,RUE,DE QUEYRIES,P9MBBH,444608442,5699,SA,ENEDIS,9040 RUE DE QUEYRIES
33,63,BORDEAUX,AF,A,9040.0,,RUE,DE QUEYRIES,P998MW,444608442,5699,SA,ENEDIS,9040 RUE DE QUEYRIES
33,63,BORDEAUX,AF,D,3.0,,RUE,JOSEPH BONNET,PBHNCL,351987086,5710,SAS,TCS,3 RUE JOSEPH BONNET
33,63,BORDEAUX,AF,A,5.0,,RUE,JOSEPH BONNET,PBH48K,802531442,6540,SCI,LA GARONNE,5 RUE JOSEPH BONNET
33,63,BORDEAUX,AF,E,7.0,,RUE,JOSEPH BONNET,PBF8MB,340446707,5599,SA,FINAMUR,7 RUE JOSEPH BONNET
33,63,BORDEAUX,AF,A,30.0,,RUE,JOSEPH BONNET,PBBVCV,343832861,5599,SA,DEXIA FLOBAIL,30 RUE JOSEPH BONNET
33,63,BORDEAUX,AF,AA,30.0,,RUE,JOSEPH BONNET,PBBVCV,343832861,5599,SA,DEXIA FLOBAIL,30 RUE JOSEPH BONNET
33,63,BORDEAUX,AF,B,30.0,,RUE,JOSEPH BONNET,PBBVCV,343832861,5599,SA,DEXIA FLOBAIL,30 RUE JOSEPH BONNET
33,63,BORDEAUX,AF,A,19.0,,RUE,COMMANDANT COUSTEAU,PBDJ2N,437808538,6540,SCI,SERVO,19 RUE COMMANDANT COUSTEAU
33,63,BORDEAUX,AF,A,17.0,,RUE,COMMANDANT COUSTEAU,PBDJ2P,439330200,6540,SCI,SCI JUVE,17 RUE COMMANDANT COUSTEAU
33,63,BORDEAUX,AF,A,15.0,,RUE,COMMANDANT COUSTEAU,PBDHM2,429936321,6540,SCI,LEGER,15 RUE COMMANDANT COUSTEAU
33,63,BORDEAUX,AF,C,15.0,,RUE,COMMANDANT COUSTEAU,PBDHM2,429936321,6540,SCI,LEGER,15 RUE COMMANDANT COUSTEAU
33,63,BORDEAUX,AF,A,11.0,,RUE,COMMANDANT COUSTEAU,PBDHV3,428694921,6540,SCI,BASTIDE QUEYRIES SUD,11 RUE COMMANDANT COUSTEAU
33,63,BORDEAUX,AF,B,11.0,,RUE,COMMANDANT COUSTEAU,PBDHV3,428694921,6540,SCI,BASTIDE QUEYRIES SUD,11 RUE COMMANDANT COUSTEAU
33,63,BORDEAUX,AF,A,7.0,,RUE,COMMANDANT COUSTEAU,PBJQFM,440538122,6540,SCI,SCI BASTIDE CHEVALLIER,7 RUE COMMANDANT COUSTEAU
33,63,BORDEAUX,AF,A,5.0,,RUE,COMMANDANT COUSTEAU,PBDG59,U20454027,6540,SCI,SCI SCOLOPAX,5 RUE COMMANDANT COUSTEAU
33,63,BORDEAUX,AF,A,9000.0,,RUE,DE QUEYRIES,PBDHDZ,424042133,6540,SCI,D J O S S,9000 RUE DE QUEYRIES
33,63,BORDEAUX,AF,A,38.0,B,QUAI,DE BRAZZA,P9MBBH,444608442,5699,SA,ENEDIS,38 QUAI DE BRAZZA
33,63,BORDEAUX,AF,A,38.0,B,QUAI,DE BRAZZA,P998MW,444608442,5699,SA,ENEDIS,38 QUAI DE BRAZZA
33,63,BORDEAUX,AF,E,38.0,,QUAI,DE BRAZZA,PBC6KB,351466495,5599,SA,GRANDS MOULINS DE PARIS,38 QUAI DE BRAZZA
33,63,BORDEAUX,AF,G,38.0,,QUAI,DE BRAZZA,PBC6KB,351466495,5599,SA,GRANDS MOULINS DE PARIS,38 QUAI DE BRAZZA
33,63,BORDEAUX,AF,A,9040.0,,QUAI,DE BRAZZA,P9MBBH,444608442,5699,SA,ENEDIS,9040 QUAI DE BRAZZA
33,63,BORDEAUX,AF,A,9040.0,,QUAI,DE BRAZZA,P998MW,444608442,5699,SA,ENEDIS,9040 QUAI DE BRAZZA
33,63,BORDEAUX,AF,AA,54.0,,QUAI,DE BRAZZA,PBHZK2,243300316,7344,,BORDEAUX METROPOLE,54 QUAI DE BRAZZA
